   0.000000e+00    0.000000e+00            -nan    1.000000e-02            -nan    1.000000e+00    1.000000e+00    0.000000e+00            -nan
   1.000000e+00    3.274484e-02    8.186211e-03    1.000000e-02    8.186211e-01    1.000000e+00    1.000000e+00    0.000000e+00    2.287545e-03
   2.000000e+00    5.514222e-02    6.892778e-03    1.000000e-02    6.892778e-01    1.000000e+00    1.000000e+00    0.000000e+00   -7.415798e-03
   3.000000e+00    7.021107e-02    5.850923e-03    1.000000e-02    5.850923e-01    1.000000e+00    1.000000e+00    0.000000e+00   -2.285567e-03
   4.000000e+00    8.015764e-02    5.009852e-03    1.000000e-02    5.009852e-01    1.000000e+00    1.000000e+00    0.000000e+00    3.775572e-03
   5.000000e+00    8.694774e-02    4.347387e-03    1.000000e-02    4.347387e-01    1.000000e+00    1.000000e+00    0.000000e+00   -1.867322e-03
   6.000000e+00    9.090294e-02    3.787623e-03    1.000000e-02    3.787623e-01    1.000000e+00    1.000000e+00    0.000000e+00   -1.713505e-03
   7.000000e+00    9.430420e-02    3.368007e-03    1.000000e-02    3.368007e-01    1.000000e+00    1.000000e+00    0.000000e+00   -8.838698e-03
   8.000000e+00    9.598158e-02    2.999424e-03    1.000000e-02    2.999424e-01    1.000000e+00    1.000000e+00    0.000000e+00   -5.557637e-03
   9.000000e+00    9.710078e-02    2.697244e-03    1.000000e-02    2.697244e-01    1.000000e+00    1.000000e+00    0.000000e+00    3.165423e-03
   1.000000e+01    9.786809e-02    2.446702e-03    1.000000e-02    2.446702e-01    1.000000e+00    1.000000e+00    0.000000e+00    3.502538e-03
   1.100000e+01    9.806742e-02    2.228805e-03    1.000000e-02    2.228805e-01    1.000000e+00    1.000000e+00    0.000000e+00    2.562137e-03
   1.200000e+01    9.852627e-02    2.052631e-03    1.000000e-02    2.052631e-01    1.000000e+00    1.000000e+00    0.000000e+00   -1.317443e-04
   1.300000e+01    9.964812e-02    1.916310e-03    1.000000e-02    1.916310e-01    1.000000e+00    1.000000e+00    0.000000e+00   -4.578933e-03
   1.400000e+01    9.913368e-02    1.770244e-03    1.000000e-02    1.770244e-01    1.000000e+00    1.000000e+00    0.000000e+00   -1.906351e-03
   1.500000e+01    9.922775e-02    1.653796e-03    1.000000e-02    1.653796e-01    1.000000e+00    1.000000e+00    0.000000e+00    3.504078e-03
   1.600000e+01    1.005029e-01    1.570359e-03    1.000000e-02    1.570359e-01    1.000000e+00    1.000000e+00    0.000000e+00    6.871471e-03
   1.700000e+01    1.007144e-01    1.481095e-03    1.000000e-02    1.481095e-01    1.000000e+00    1.000000e+00    0.000000e+00    5.928386e-03
   1.800000e+01    1.001899e-01    1.391527e-03    1.000000e-02    1.391527e-01    1.000000e+00    1.000000e+00    0.000000e+00    3.384470e-03
   1.900000e+01    1.007176e-01    1.325231e-03    1.000000e-02    1.325231e-01    1.000000e+00    1.000000e+00    0.000000e+00    4.927506e-03
   2.000000e+01    1.013042e-01    1.266302e-03    1.000000e-02    1.266302e-01    1.000000e+00    1.000000e+00    0.000000e+00    7.861598e-03
   2.100000e+01    1.005565e-01    1.197101e-03    1.000000e-02    1.197101e-01    1.000000e+00    1.000000e+00    0.000000e+00    1.901852e-03
   2.200000e+01    1.001414e-01    1.137971e-03    1.000000e-02    1.137971e-01    1.000000e+00    1.000000e+00    0.000000e+00    6.159843e-03
   2.300000e+01    1.000421e-01    1.087414e-03    1.000000e-02    1.087414e-01    1.000000e+00    1.000000e+00    0.000000e+00    8.117844e-03
   2.400000e+01    9.987447e-02    1.040359e-03    1.000000e-02    1.040359e-01    1.000000e+00    1.000000e+00    0.000000e+00    4.380936e-03
   2.500000e+01    9.988113e-02    9.988113e-04    1.000000e-02    9.988113e-02    1.000000e+00    1.000000e+00    0.000000e+00   -2.630708e-03
   2.600000e+01    9.959751e-02    9.576684e-04    1.000000e-02    9.576684e-02    1.000000e+00    1.000000e+00    0.000000e+00   -2.541559e-03
   2.700000e+01    1.005375e-01    9.309029e-04    1.000000e-02    9.309029e-02    1.000000e+00    1.000000e+00    0.000000e+00   -6.737467e-03
   2.800000e+01    1.005985e-01    8.982005e-04    1.000000e-02    8.982005e-02    1.000000e+00    1.000000e+00    0.000000e+00    5.480892e-03
   2.900000e+01    1.011082e-01    8.716228e-04    1.000000e-02    8.716228e-02    1.000000e+00    1.000000e+00    0.000000e+00    9.213412e-03
   3.000000e+01    1.005719e-01    8.380994e-04    1.000000e-02    8.380994e-02    1.000000e+00    1.000000e+00    0.000000e+00    3.226959e-03
   3.100000e+01    9.930966e-02    8.008844e-04    1.000000e-02    8.008844e-02    1.000000e+00    1.000000e+00    0.000000e+00    3.617592e-03
   3.200000e+01    9.965433e-02    7.785494e-04    1.000000e-02    7.785494e-02    1.000000e+00    1.000000e+00    0.000000e+00    6.775520e-03
   3.300000e+01    9.917053e-02    7.512919e-04    1.000000e-02    7.512919e-02    1.000000e+00    1.000000e+00    0.000000e+00   -2.143163e-03
   3.400000e+01    9.961903e-02    7.324929e-04    1.000000e-02    7.324929e-02    1.000000e+00    1.000000e+00    0.000000e+00   -4.415331e-03
   3.500000e+01    9.984097e-02    7.131498e-04    1.000000e-02    7.131498e-02    1.000000e+00    1.000000e+00    0.000000e+00    1.406492e-03
   3.600000e+01    9.992238e-02    6.939054e-04    1.000000e-02    6.939054e-02    1.000000e+00    1.000000e+00    0.000000e+00    4.046652e-03
   3.700000e+01    9.922481e-02    6.704379e-04    1.000000e-02    6.704379e-02    1.000000e+00    1.000000e+00    0.000000e+00    3.375642e-03
   3.800000e+01    9.947154e-02    6.544180e-04    1.000000e-02    6.544180e-02    1.000000e+00    1.000000e+00    0.000000e+00   -1.175936e-03
   3.900000e+01    9.992313e-02    6.405329e-04    1.000000e-02    6.405329e-02    1.000000e+00    1.000000e+00    0.000000e+00   -3.387866e-03
   4.000000e+01    1.002691e-01    6.266821e-04    1.000000e-02    6.266821e-02    1.000000e+00    1.000000e+00    0.000000e+00    1.162788e-03
   4.100000e+01    1.004584e-01    6.125513e-04    1.000000e-02    6.125513e-02    1.000000e+00    1.000000e+00    0.000000e+00   -9.512451e-03
   4.200000e+01    1.000194e-01    5.953535e-04    1.000000e-02    5.953535e-02    1.000000e+00    1.000000e+00    0.000000e+00   -1.132349e-02
   4.300000e+01    9.873504e-02    5.740409e-04    1.000000e-02    5.740409e-02    1.000000e+00    1.000000e+00    0.000000e+00   -1.124762e-02
   4.400000e+01    9.814189e-02    5.576244e-04    1.000000e-02    5.576244e-02    1.000000e+00    1.000000e+00    0.000000e+00   -1.913167e-02
   4.500000e+01    9.832662e-02    5.462590e-04    1.000000e-02    5.462590e-02    1.000000e+00    1.000000e+00    0.000000e+00   -1.080475e-02
   4.600000e+01    9.877251e-02    5.368071e-04    1.000000e-02    5.368071e-02    1.000000e+00    1.000000e+00    0.000000e+00   -1.082538e-02
   4.700000e+01    9.935645e-02    5.284918e-04    1.000000e-02    5.284918e-02    1.000000e+00    1.000000e+00    0.000000e+00    5.265956e-03
   4.800000e+01    9.936953e-02    5.175496e-04    1.000000e-02    5.175496e-02    1.000000e+00    1.000000e+00    0.000000e+00   -2.690065e-03
   4.900000e+01    9.926126e-02    5.064350e-04    1.000000e-02    5.064350e-02    1.000000e+00    1.000000e+00    0.000000e+00    1.953574e-03
   5.000000e+01    9.912350e-02    4.956175e-04    1.000000e-02    4.956175e-02    1.000000e+00    1.000000e+00    0.000000e+00   -2.207926e-03
   5.100000e+01    9.969351e-02    4.886937e-04    1.000000e-02    4.886937e-02    1.000000e+00    1.000000e+00    0.000000e+00    3.917267e-03
   5.200000e+01    1.007071e-01    4.841688e-04    1.000000e-02    4.841688e-02    1.000000e+00    1.000000e+00    0.000000e+00   -2.994963e-03
