   0.000000e+00    0.000000e+00            -nan    1.000000e-02            -nan    1.000000e+00    1.000000e+00    0.000000e+00            -nan
   1.000000e+00    2.520239e-02    6.300598e-03    1.000000e-02    6.300598e-01    1.000000e+00    1.000000e+00    0.000000e+00    2.861525e-03
   2.000000e+00    3.471149e-02    4.338936e-03    1.000000e-02    4.338936e-01    1.000000e+00    1.000000e+00    0.000000e+00   -3.732921e-03
   3.000000e+00    3.832153e-02    3.193461e-03    1.000000e-02    3.193461e-01    1.000000e+00    1.000000e+00    0.000000e+00   -3.473160e-04
   4.000000e+00    3.950267e-02    2.468917e-03    1.000000e-02    2.468917e-01    1.000000e+00    1.000000e+00    0.000000e+00    4.831550e-04
   5.000000e+00    3.986775e-02    1.993387e-03    1.000000e-02    1.993387e-01    1.000000e+00    1.000000e+00    0.000000e+00   -4.497918e-03
   6.000000e+00    3.998289e-02    1.665954e-03    1.000000e-02    1.665954e-01    1.000000e+00    1.000000e+00    0.000000e+00   -7.511187e-03
   7.000000e+00    4.025415e-02    1.437648e-03    1.000000e-02    1.437648e-01    1.000000e+00    1.000000e+00    0.000000e+00   -9.339320e-03
   8.000000e+00    3.997928e-02    1.249353e-03    1.000000e-02    1.249353e-01    1.000000e+00    1.000000e+00    0.000000e+00   -5.832508e-03
   9.000000e+00    3.981010e-02    1.105836e-03    1.000000e-02    1.105836e-01    1.000000e+00    1.000000e+00    0.000000e+00    2.459951e-03
   1.000000e+01    3.982041e-02    9.955103e-04    1.000000e-02    9.955103e-02    1.000000e+00    1.000000e+00    0.000000e+00    5.446271e-04
   1.100000e+01    3.988893e-02    9.065667e-04    1.000000e-02    9.065667e-02    1.000000e+00    1.000000e+00    0.000000e+00    2.563618e-04
   1.200000e+01    3.992816e-02    8.318366e-04    1.000000e-02    8.318366e-02    1.000000e+00    1.000000e+00    0.000000e+00    5.492348e-04
   1.300000e+01    4.024573e-02    7.739564e-04    1.000000e-02    7.739564e-02    1.000000e+00    1.000000e+00    0.000000e+00    6.901166e-03
   1.400000e+01    3.976299e-02    7.100534e-04    1.000000e-02    7.100534e-02    1.000000e+00    1.000000e+00    0.000000e+00    1.072861e-03
   1.500000e+01    3.985189e-02    6.641982e-04    1.000000e-02    6.641982e-02    1.000000e+00    1.000000e+00    0.000000e+00    3.378668e-03
   1.600000e+01    4.037202e-02    6.308129e-04    1.000000e-02    6.308129e-02    1.000000e+00    1.000000e+00    0.000000e+00    5.536889e-03
   1.700000e+01    4.031002e-02    5.927944e-04    1.000000e-02    5.927944e-02    1.000000e+00    1.000000e+00    0.000000e+00    3.100558e-03
   1.800000e+01    4.014189e-02    5.575263e-04    1.000000e-02    5.575263e-02    1.000000e+00    1.000000e+00    0.000000e+00   -6.962654e-03
   1.900000e+01    4.029641e-02    5.302159e-04    1.000000e-02    5.302159e-02    1.000000e+00    1.000000e+00    0.000000e+00    6.630548e-03
   2.000000e+01    4.051164e-02    5.063955e-04    1.000000e-02    5.063955e-02    1.000000e+00    1.000000e+00    0.000000e+00    1.084602e-02
   2.100000e+01    4.009413e-02    4.773111e-04    1.000000e-02    4.773111e-02    1.000000e+00    1.000000e+00    0.000000e+00    2.654806e-03
   2.200000e+01    4.021094e-02    4.569425e-04    1.000000e-02    4.569425e-02    1.000000e+00    1.000000e+00    0.000000e+00    1.213120e-02
