   0.000000e+00    0.000000e+00            -nan    1.000000e-02            -nan    1.000000e+00    1.000000e+00    0.000000e+00            -nan
   8.500000e+01    2.014975e-01    5.926398e-04    1.000000e-02    5.926398e-02    1.000000e+00    1.000000e+00    0.000000e+00    8.777426e-04
   8.600000e+01    2.020511e-01    5.873579e-04    1.000000e-02    5.873579e-02    1.000000e+00    1.000000e+00    0.000000e+00   -3.386990e-03
   8.700000e+01    2.025658e-01    5.820855e-04    1.000000e-02    5.820855e-02    1.000000e+00    1.000000e+00    0.000000e+00   -1.861447e-03
   8.800000e+01    2.008865e-01    5.707004e-04    1.000000e-02    5.707004e-02    1.000000e+00    1.000000e+00    0.000000e+00    1.015829e-03
   8.900000e+01    2.005315e-01    5.632908e-04    1.000000e-02    5.632908e-02    1.000000e+00    1.000000e+00    0.000000e+00    4.229967e-04
   9.000000e+01    2.008545e-01    5.579291e-04    1.000000e-02    5.579291e-02    1.000000e+00    1.000000e+00    0.000000e+00    1.218637e-03
   9.100000e+01    2.001395e-01    5.498337e-04    1.000000e-02    5.498337e-02    1.000000e+00    1.000000e+00    0.000000e+00   -5.948353e-03
   9.200000e+01    1.993307e-01    5.416596e-04    1.000000e-02    5.416596e-02    1.000000e+00    1.000000e+00    0.000000e+00   -2.869782e-03
   9.300000e+01    1.986736e-01    5.340688e-04    1.000000e-02    5.340688e-02    1.000000e+00    1.000000e+00    0.000000e+00   -5.991616e-03
   9.400000e+01    1.981725e-01    5.270545e-04    1.000000e-02    5.270545e-02    1.000000e+00    1.000000e+00    0.000000e+00   -3.522327e-03
   9.500000e+01    1.993462e-01    5.245952e-04    1.000000e-02    5.245952e-02    1.000000e+00    1.000000e+00    0.000000e+00   -8.945636e-03
   9.600000e+01    1.994805e-01    5.194805e-04    1.000000e-02    5.194805e-02    1.000000e+00    1.000000e+00    0.000000e+00   -1.248133e-02
   9.700000e+01    2.008664e-01    5.176968e-04    1.000000e-02    5.176968e-02    1.000000e+00    1.000000e+00    0.000000e+00   -1.737519e-02
   9.800000e+01    2.005734e-01    5.116668e-04    1.000000e-02    5.116668e-02    1.000000e+00    1.000000e+00    0.000000e+00   -1.022856e-02
   9.900000e+01    2.001887e-01    5.055270e-04    1.000000e-02    5.055270e-02    1.000000e+00    1.000000e+00    0.000000e+00   -7.486602e-03
   1.000000e+02    2.010180e-01    5.025450e-04    1.000000e-02    5.025450e-02    1.000000e+00    1.000000e+00    0.000000e+00   -1.361380e-03
   1.010000e+02    2.000530e-01    4.951806e-04    1.000000e-02    4.951806e-02    1.000000e+00    1.000000e+00    0.000000e+00    4.219744e-03
   1.020000e+02    2.005233e-01    4.914786e-04    1.000000e-02    4.914786e-02    1.000000e+00    1.000000e+00    0.000000e+00    1.070929e-02
   1.030000e+02    2.001564e-01    4.858166e-04    1.000000e-02    4.858166e-02    1.000000e+00    1.000000e+00    0.000000e+00    1.279610e-02
   1.040000e+02    1.997457e-01    4.801578e-04    1.000000e-02    4.801578e-02    1.000000e+00    1.000000e+00    0.000000e+00    6.596530e-03
   1.050000e+02    2.002546e-01    4.767966e-04    1.000000e-02    4.767966e-02    1.000000e+00    1.000000e+00    0.000000e+00    3.501463e-03
   1.060000e+02    2.010377e-01    4.741456e-04    1.000000e-02    4.741456e-02    1.000000e+00    1.000000e+00    0.000000e+00   -2.394890e-03
   1.070000e+02    2.005583e-01    4.685943e-04    1.000000e-02    4.685943e-02    1.000000e+00    1.000000e+00    0.000000e+00    1.047997e-03
   1.080000e+02    1.996395e-01    4.621285e-04    1.000000e-02    4.621285e-02    1.000000e+00    1.000000e+00    0.000000e+00    5.697862e-03
   1.090000e+02    2.003789e-01    4.595846e-04    1.000000e-02    4.595846e-02    1.000000e+00    1.000000e+00    0.000000e+00    1.113311e-02
   1.100000e+02    2.004505e-01    4.555692e-04    1.000000e-02    4.555692e-02    1.000000e+00    1.000000e+00    0.000000e+00    1.332974e-02
   1.110000e+02    2.003524e-01    4.512441e-04    1.000000e-02    4.512441e-02    1.000000e+00    1.000000e+00    0.000000e+00    1.023087e-02
   1.120000e+02    1.997570e-01    4.458861e-04    1.000000e-02    4.458861e-02    1.000000e+00    1.000000e+00    0.000000e+00    5.155778e-03
   1.130000e+02    1.989524e-01    4.401601e-04    1.000000e-02    4.401601e-02    1.000000e+00    1.000000e+00    0.000000e+00    9.071812e-03
   1.140000e+02    2.004298e-01    4.395391e-04    1.000000e-02    4.395391e-02    1.000000e+00    1.000000e+00    0.000000e+00    7.054681e-03
   1.150000e+02    2.000908e-01    4.349799e-04    1.000000e-02    4.349799e-02    1.000000e+00    1.000000e+00    0.000000e+00   -9.994366e-04
   1.160000e+02    2.003204e-01    4.317250e-04    1.000000e-02    4.317250e-02    1.000000e+00    1.000000e+00    0.000000e+00   -5.780279e-03
   1.170000e+02    2.004867e-01    4.283904e-04    1.000000e-02    4.283904e-02    1.000000e+00    1.000000e+00    0.000000e+00   -2.076441e-03
   1.180000e+02    2.002754e-01    4.243122e-04    1.000000e-02    4.243122e-02    1.000000e+00    1.000000e+00    0.000000e+00   -6.263028e-03
   1.190000e+02    2.005120e-01    4.212436e-04    1.000000e-02    4.212436e-02    1.000000e+00    1.000000e+00    0.000000e+00    2.991098e-03
   1.200000e+02    2.000826e-01    4.168388e-04    1.000000e-02    4.168388e-02    1.000000e+00    1.000000e+00    0.000000e+00    6.088983e-03
   1.210000e+02    2.000198e-01    4.132641e-04    1.000000e-02    4.132641e-02    1.000000e+00    1.000000e+00    0.000000e+00    8.557733e-03
   1.220000e+02    1.989202e-01    4.076234e-04    1.000000e-02    4.076234e-02    1.000000e+00    1.000000e+00    0.000000e+00    8.264701e-03
   1.230000e+02    2.000330e-01    4.065712e-04    1.000000e-02    4.065712e-02    1.000000e+00    1.000000e+00    0.000000e+00    9.385850e-03
   1.240000e+02    2.001563e-01    4.035410e-04    1.000000e-02    4.035410e-02    1.000000e+00    1.000000e+00    0.000000e+00    3.430410e-03
   1.250000e+02    1.995815e-01    3.991631e-04    1.000000e-02    3.991631e-02    1.000000e+00    1.000000e+00    0.000000e+00    4.352456e-03
   1.260000e+02    1.990353e-01    3.949113e-04    1.000000e-02    3.949113e-02    1.000000e+00    1.000000e+00    0.000000e+00    1.090045e-02
   1.270000e+02    1.991389e-01    3.920058e-04    1.000000e-02    3.920058e-02    1.000000e+00    1.000000e+00    0.000000e+00    4.342240e-03
   1.280000e+02    1.982663e-01    3.872388e-04    1.000000e-02    3.872388e-02    1.000000e+00    1.000000e+00    0.000000e+00    5.017617e-03
   1.290000e+02    1.997415e-01    3.870960e-04    1.000000e-02    3.870960e-02    1.000000e+00    1.000000e+00    0.000000e+00   -1.019557e-03
   1.300000e+02    1.998553e-01    3.843370e-04    1.000000e-02    3.843370e-02    1.000000e+00    1.000000e+00    0.000000e+00   -4.899514e-03
   1.310000e+02    2.004459e-01    3.825303e-04    1.000000e-02    3.825303e-02    1.000000e+00    1.000000e+00    0.000000e+00    2.753386e-03
   1.320000e+02    2.011388e-01    3.809447e-04    1.000000e-02    3.809447e-02    1.000000e+00    1.000000e+00    0.000000e+00   -7.643039e-04
   1.330000e+02    2.016665e-01    3.790724e-04    1.000000e-02    3.790724e-02    1.000000e+00    1.000000e+00    0.000000e+00   -6.949727e-03
   1.340000e+02    2.004240e-01    3.739254e-04    1.000000e-02    3.739254e-02    1.000000e+00    1.000000e+00    0.000000e+00   -6.636967e-03
   1.350000e+02    2.012765e-01    3.727342e-04    1.000000e-02    3.727342e-02    1.000000e+00    1.000000e+00    0.000000e+00   -6.763787e-03
   1.360000e+02    2.019571e-01    3.712447e-04    1.000000e-02    3.712447e-02    1.000000e+00    1.000000e+00    0.000000e+00   -2.294728e-03
   1.370000e+02    2.023330e-01    3.692209e-04    1.000000e-02    3.692209e-02    1.000000e+00    1.000000e+00    0.000000e+00   -8.493736e-03
   1.380000e+02    2.014774e-01    3.649952e-04    1.000000e-02    3.649952e-02    1.000000e+00    1.000000e+00    0.000000e+00   -5.440601e-03
   1.390000e+02    2.017556e-01    3.628698e-04    1.000000e-02    3.628698e-02    1.000000e+00    1.000000e+00    0.000000e+00   -5.565690e-03
   1.400000e+02    2.002813e-01    3.576451e-04    1.000000e-02    3.576451e-02    1.000000e+00    1.000000e+00    0.000000e+00    1.520145e-05
   1.410000e+02    2.002595e-01    3.550701e-04    1.000000e-02    3.550701e-02    1.000000e+00    1.000000e+00    0.000000e+00    2.197648e-03
   1.420000e+02    2.014363e-01    3.546414e-04    1.000000e-02    3.546414e-02    1.000000e+00    1.000000e+00    0.000000e+00   -5.943331e-03
   1.430000e+02    2.016232e-01    3.524881e-04    1.000000e-02    3.524881e-02    1.000000e+00    1.000000e+00    0.000000e+00    1.341217e-03
   1.440000e+02    2.008885e-01    3.487648e-04    1.000000e-02    3.487648e-02    1.000000e+00    1.000000e+00    0.000000e+00   -2.538680e-06
   1.450000e+02    2.012670e-01    3.470120e-04    1.000000e-02    3.470120e-02    1.000000e+00    1.000000e+00    0.000000e+00    5.747600e-03
   1.460000e+02    2.011522e-01    3.444386e-04    1.000000e-02    3.444386e-02    1.000000e+00    1.000000e+00    0.000000e+00   -1.122063e-03
   1.470000e+02    2.011421e-01    3.420785e-04    1.000000e-02    3.420785e-02    1.000000e+00    1.000000e+00    0.000000e+00    6.131549e-03
   1.480000e+02    2.006334e-01    3.389078e-04    1.000000e-02    3.389078e-02    1.000000e+00    1.000000e+00    0.000000e+00    4.788049e-03
   1.490000e+02    1.999465e-01    3.354807e-04    1.000000e-02    3.354807e-02    1.000000e+00    1.000000e+00    0.000000e+00   -5.618221e-03
   1.500000e+02    2.001191e-01    3.335319e-04    1.000000e-02    3.335319e-02    1.000000e+00    1.000000e+00    0.000000e+00   -3.783060e-03
   1.510000e+02    1.987977e-01    3.291353e-04    1.000000e-02    3.291353e-02    1.000000e+00    1.000000e+00    0.000000e+00   -8.888422e-04
   1.520000e+02    1.981997e-01    3.259863e-04    1.000000e-02    3.259863e-02    1.000000e+00    1.000000e+00    0.000000e+00    4.315165e-05
   1.530000e+02    1.991750e-01    3.254493e-04    1.000000e-02    3.254493e-02    1.000000e+00    1.000000e+00    0.000000e+00   -2.331171e-04
   1.540000e+02    2.002627e-01    3.251017e-04    1.000000e-02    3.251017e-02    1.000000e+00    1.000000e+00    0.000000e+00   -1.368105e-03
   1.550000e+02    2.012743e-01    3.246360e-04    1.000000e-02    3.246360e-02    1.000000e+00    1.000000e+00    0.000000e+00   -2.122925e-03
   1.560000e+02    2.010515e-01    3.221979e-04    1.000000e-02    3.221979e-02    1.000000e+00    1.000000e+00    0.000000e+00    3.819340e-03
   1.570000e+02    2.035414e-01    3.241104e-04    1.000000e-02    3.241104e-02    1.000000e+00    1.000000e+00    0.000000e+00    6.002949e-04
   1.580000e+02    2.023768e-01    3.202164e-04    1.000000e-02    3.202164e-02    1.000000e+00    1.000000e+00    0.000000e+00    2.607011e-03
   1.590000e+02    2.033558e-01    3.197418e-04    1.000000e-02    3.197418e-02    1.000000e+00    1.000000e+00    0.000000e+00   -4.589123e-03
   1.600000e+02    2.042154e-01    3.190865e-04    1.000000e-02    3.190865e-02    1.000000e+00    1.000000e+00    0.000000e+00    3.385610e-03
   1.610000e+02    2.026282e-01    3.146401e-04    1.000000e-02    3.146401e-02    1.000000e+00    1.000000e+00    0.000000e+00    1.054348e-02
   1.620000e+02    2.003068e-01    3.091154e-04    1.000000e-02    3.091154e-02    1.000000e+00    1.000000e+00    0.000000e+00    5.560168e-03
   1.630000e+02    2.004549e-01    3.074462e-04    1.000000e-02    3.074462e-02    1.000000e+00    1.000000e+00    0.000000e+00    5.980852e-03
   1.640000e+02    2.010574e-01    3.064900e-04    1.000000e-02    3.064900e-02    1.000000e+00    1.000000e+00    0.000000e+00    4.503908e-03
   1.650000e+02    2.022158e-01    3.063876e-04    1.000000e-02    3.063876e-02    1.000000e+00    1.000000e+00    0.000000e+00   -1.121872e-02
   1.660000e+02    2.023864e-01    3.047989e-04    1.000000e-02    3.047989e-02    1.000000e+00    1.000000e+00    0.000000e+00   -1.425789e-03
   1.670000e+02    2.035015e-01    3.046430e-04    1.000000e-02    3.046430e-02    1.000000e+00    1.000000e+00    0.000000e+00    2.679098e-03
   1.680000e+02    2.029266e-01    3.019741e-04    1.000000e-02    3.019741e-02    1.000000e+00    1.000000e+00    0.000000e+00   -4.695093e-03
   1.690000e+02    2.023372e-01    2.993154e-04    1.000000e-02    2.993154e-02    1.000000e+00    1.000000e+00    0.000000e+00   -2.779143e-03
   1.700000e+02    2.001687e-01    2.943657e-04    1.000000e-02    2.943657e-02    1.000000e+00    1.000000e+00    0.000000e+00   -3.954558e-03
   1.710000e+02    1.996924e-01    2.919480e-04    1.000000e-02    2.919480e-02    1.000000e+00    1.000000e+00    0.000000e+00   -4.044123e-03
   1.720000e+02    1.994215e-01    2.898568e-04    1.000000e-02    2.898568e-02    1.000000e+00    1.000000e+00    0.000000e+00   -6.785460e-03
   1.730000e+02    1.980147e-01    2.861485e-04    1.000000e-02    2.861485e-02    1.000000e+00    1.000000e+00    0.000000e+00   -1.900053e-03
   1.740000e+02    1.979673e-01    2.844357e-04    1.000000e-02    2.844357e-02    1.000000e+00    1.000000e+00    0.000000e+00   -5.570699e-03
   1.750000e+02    1.985929e-01    2.837041e-04    1.000000e-02    2.837041e-02    1.000000e+00    1.000000e+00    0.000000e+00   -2.041088e-03
   1.760000e+02    1.986750e-01    2.822088e-04    1.000000e-02    2.822088e-02    1.000000e+00    1.000000e+00    0.000000e+00    4.929374e-04
   1.770000e+02    1.993651e-01    2.815891e-04    1.000000e-02    2.815891e-02    1.000000e+00    1.000000e+00    0.000000e+00    4.679741e-03
   1.780000e+02    2.010155e-01    2.823252e-04    1.000000e-02    2.823252e-02    1.000000e+00    1.000000e+00    0.000000e+00    6.931662e-03
   1.790000e+02    2.010047e-01    2.807328e-04    1.000000e-02    2.807328e-02    1.000000e+00    1.000000e+00    0.000000e+00    3.553857e-03
   1.800000e+02    2.007525e-01    2.788229e-04    1.000000e-02    2.788229e-02    1.000000e+00    1.000000e+00    0.000000e+00   -3.466009e-03
   1.810000e+02    1.996214e-01    2.757202e-04    1.000000e-02    2.757202e-02    1.000000e+00    1.000000e+00    0.000000e+00   -1.150863e-02
   1.820000e+02    2.002803e-01    2.751103e-04    1.000000e-02    2.751103e-02    1.000000e+00    1.000000e+00    0.000000e+00   -5.931452e-03
   1.830000e+02    2.024280e-01    2.765409e-04    1.000000e-02    2.765409e-02    1.000000e+00    1.000000e+00    0.000000e+00   -1.531087e-03
   1.840000e+02    2.019813e-01    2.744311e-04    1.000000e-02    2.744311e-02    1.000000e+00    1.000000e+00    0.000000e+00    3.223212e-03
   1.850000e+02    2.017285e-01    2.726061e-04    1.000000e-02    2.726061e-02    1.000000e+00    1.000000e+00    0.000000e+00   -2.933549e-04
   1.860000e+02    2.031423e-01    2.730408e-04    1.000000e-02    2.730408e-02    1.000000e+00    1.000000e+00    0.000000e+00    3.144257e-03
   1.870000e+02    2.031013e-01    2.715258e-04    1.000000e-02    2.715258e-02    1.000000e+00    1.000000e+00    0.000000e+00   -5.870162e-04
