   0.000000e+00    0.000000e+00            -nan    1.000000e-02            -nan    1.000000e+00    1.000000e+00    0.000000e+00            -nan
   1.000000e+00    3.885358e-02    9.713394e-03    1.000000e-02    9.713394e-01    1.000000e+00    1.000000e+00    0.000000e+00    1.839206e-03
   2.000000e+00    7.681354e-02    9.601692e-03    1.000000e-02    9.601692e-01    1.000000e+00    1.000000e+00    0.000000e+00   -8.980699e-03
   3.000000e+00    1.132608e-01    9.438396e-03    1.000000e-02    9.438396e-01    1.000000e+00    1.000000e+00    0.000000e+00   -4.451509e-03
   4.000000e+00    1.482275e-01    9.264221e-03    1.000000e-02    9.264221e-01    1.000000e+00    1.000000e+00    0.000000e+00    4.409246e-03
   5.000000e+00    1.821926e-01    9.109632e-03    1.000000e-02    9.109632e-01    1.000000e+00    1.000000e+00    0.000000e+00    1.389126e-03
   6.000000e+00    2.133393e-01    8.889139e-03    1.000000e-02    8.889139e-01    1.000000e+00    1.000000e+00    0.000000e+00    3.033983e-03
   7.000000e+00    2.447025e-01    8.739374e-03    1.000000e-02    8.739374e-01    1.000000e+00    1.000000e+00    0.000000e+00   -4.030425e-03
   8.000000e+00    2.742434e-01    8.570105e-03    1.000000e-02    8.570105e-01    1.000000e+00    1.000000e+00    0.000000e+00   -4.913335e-03
   9.000000e+00    3.026663e-01    8.407398e-03    1.000000e-02    8.407398e-01    1.000000e+00    1.000000e+00    0.000000e+00   -3.926959e-03
   1.000000e+01    3.295617e-01    8.239044e-03    1.000000e-02    8.239044e-01    1.000000e+00    1.000000e+00    0.000000e+00   -2.303145e-03
   1.100000e+01    3.541509e-01    8.048884e-03    1.000000e-02    8.048884e-01    1.000000e+00    1.000000e+00    0.000000e+00    3.795226e-04
   1.200000e+01    3.785982e-01    7.887463e-03    1.000000e-02    7.887463e-01    1.000000e+00    1.000000e+00    0.000000e+00   -5.329173e-03
   1.300000e+01    4.040194e-01    7.769603e-03    1.000000e-02    7.769603e-01    1.000000e+00    1.000000e+00    0.000000e+00   -9.768139e-03
   1.400000e+01    4.261186e-01    7.609261e-03    1.000000e-02    7.609261e-01    1.000000e+00    1.000000e+00    0.000000e+00   -6.917782e-03
   1.500000e+01    4.486179e-01    7.476964e-03    1.000000e-02    7.476964e-01    1.000000e+00    1.000000e+00    0.000000e+00   -4.067273e-03
   1.600000e+01    4.725882e-01    7.384190e-03    1.000000e-02    7.384190e-01    1.000000e+00    1.000000e+00    0.000000e+00    3.428046e-03
   1.700000e+01    4.943927e-01    7.270480e-03    1.000000e-02    7.270480e-01    1.000000e+00    1.000000e+00    0.000000e+00    5.594075e-03
