  -2.444070e-01    1.436588e-01    7.555930e-01    1.436588e-01
  -4.707974e-01   -8.669319e-02   -4.707974e-01   -1.086693e+00
  -1.380674e-01   -3.596193e-01   -1.380674e-01   -3.596193e-01
   4.465898e-01    4.200964e-01   -5.534102e-01   -5.799036e-01
  -4.378841e-02   -1.589157e-01   -2.043788e+00   -1.589157e-01
  -4.140051e-01   -7.120903e-04    1.585995e+00    9.992879e-01
   3.502230e-01   -4.048719e-01   -6.497770e-01   -2.404872e+00
  -2.230428e-01   -1.689742e-01    7.769572e-01   -1.689742e-01
  -3.384010e-02    4.599267e-01   -3.384010e-02   -5.400733e-01
   2.782990e-01   -5.404927e-02    2.278299e+00   -2.054049e+00
   5.878860e-02    3.316897e-01    1.058789e+00   -6.683103e-01
   2.271084e-01    2.933845e-01   -7.728916e-01   -1.706616e+00
   5.648316e-02   -1.862600e-01   -9.435168e-01   -1.862600e-01
   5.735448e-02    1.772048e-01    3.057354e+00   -8.227952e-01
   9.107555e-02    1.774510e-01   -9.089245e-01    2.177451e+00
  -4.524973e-01    4.203552e-01    5.475027e-01    4.203552e-01
  -2.273898e-02   -1.788218e-01   -2.273898e-02    8.211782e-01
  -4.767494e-01   -3.770927e-01   -1.476749e+00   -3.770927e-01
   2.073887e-01    4.409433e-01    2.073887e-01    4.409433e-01
  -4.118768e-01    2.010298e-01    5.881232e-01   -7.989702e-01
  -3.455303e-01    2.691288e-01    1.654470e+00   -7.308712e-01
   1.439686e-01    4.176489e-01    1.439686e-01   -5.823511e-01
   3.772880e-01   -2.052918e-01    3.772880e-01   -2.052918e-01
  -3.615961e-01   -1.728378e-01   -1.361596e+00   -2.172838e+00
   1.767625e-01   -3.075428e-01   -1.823238e+00    1.692457e+00
   1.885946e-02   -1.204710e-01   -9.811405e-01    8.795290e-01
   2.342010e-01   -1.252256e-01   -1.765799e+00    8.747744e-01
   2.510079e-01   -2.854768e-01    2.510079e-01    7.145232e-01
   3.410081e-01   -4.101314e-01    1.341008e+00   -4.101314e-01
  -3.540116e-01    3.246552e-01   -3.540116e-01    1.324655e+00
  -2.085339e-01   -1.476166e-01   -2.085339e-01   -1.147617e+00
  -8.417977e-02   -1.091255e-03   -8.417977e-02   -1.091255e-03
   6.077357e-02   -3.465156e-01    6.077357e-02   -1.346516e+00
  -3.317207e-02    3.458285e-02    9.668279e-01   -9.654171e-01
  -4.979066e-01   -1.461883e-01    1.502093e+00   -1.461883e-01
  -4.910454e-01    4.091040e-01    1.508955e+00    4.091040e-01
   1.647698e-01    1.417607e-01   -8.352302e-01    3.141761e+00
   2.314755e-01   -3.068213e-01    1.231475e+00    6.931787e-01
  -4.803685e-01    3.050340e-01   -1.480368e+00    3.050340e-01
   3.769519e-02   -2.930183e-01    1.037695e+00   -2.930183e-01
   1.749081e-01   -4.052575e-01   -8.250919e-01    1.594743e+00
   3.368607e-01   -4.840209e-01    3.368607e-01   -1.484021e+00
  -8.718938e-02   -1.415205e-01    2.912811e+00   -1.141521e+00
   2.155566e-01    3.645506e-01    1.215557e+00   -6.354494e-01
   8.769333e-02    2.602468e-01   -1.912307e+00    2.602468e-01
  -8.833299e-02    2.363778e-01   -2.088333e+00   -1.763622e+00
  -2.011836e-01   -2.437955e-01    7.988164e-01   -1.243796e+00
   1.419440e-01    2.627587e-02   -8.580560e-01    2.627587e-02
