   2.293382e-01   -4.240269e-02    2.293382e-01   -4.240269e-02
   4.503635e-01    4.228510e-02    4.503635e-01    4.228510e-02
   2.957846e-01   -8.189357e-03    2.957846e-01   -8.189357e-03
   2.105911e-01   -2.791917e-01    2.105911e-01   -2.791917e-01
  -2.680153e-01   -3.478212e-03   -2.680153e-01   -3.478212e-03
  -2.525137e-01   -3.027555e-02   -2.525137e-01   -3.027555e-02
  -1.451546e-01    2.627300e-01   -1.451546e-01    2.627300e-01
  -5.437843e-02    1.939468e-01   -5.437843e-02    1.939468e-01
  -1.582401e-01   -1.287530e-01   -1.582401e-01   -1.287530e-01
   3.069417e-02    7.788157e-02    3.069417e-02    7.788157e-02
   3.225377e-01   -4.325152e-01    3.225377e-01    5.674848e-01
   7.246036e-02    1.169584e-01    7.246036e-02    1.169584e-01
   3.789453e-02   -3.980671e-01    3.789453e-02   -3.980671e-01
  -2.324878e-01   -1.561583e-01   -2.324878e-01   -1.561583e-01
  -1.943092e-01   -3.756057e-01   -1.943092e-01   -3.756057e-01
  -1.099659e-02   -1.528655e-01   -1.099659e-02   -1.528655e-01
  -1.699533e-01    3.157137e-03   -1.699533e-01    3.157137e-03
   1.293985e-01   -4.061402e-01   -8.706015e-01   -4.061402e-01
   4.953377e-01    3.641578e-02   -5.046623e-01    3.641578e-02
   8.171572e-02   -4.304251e-01    8.171572e-02   -4.304251e-01
   2.627908e-01    3.086266e-01    2.627908e-01   -6.913734e-01
  -3.592648e-01   -1.062989e-01   -3.592648e-01   -1.062989e-01
  -3.344237e-02    3.455542e-01   -3.344237e-02    3.455542e-01
  -2.936717e-01    9.668173e-03   -2.936717e-01    9.668173e-03
  -1.404823e-01   -1.900348e-01   -1.404823e-01   -1.900348e-01
  -3.741785e-01    2.433718e-02   -3.741785e-01    2.433718e-02
  -1.706326e-01    3.085859e-01   -1.706326e-01    3.085859e-01
   2.769737e-01    1.104338e-02    2.769737e-01    1.104338e-02
   2.330586e-01    5.206521e-02    2.330586e-01    5.206521e-02
  -4.074256e-01   -2.446982e-01    5.925744e-01   -2.446982e-01
   3.452243e-01   -2.700779e-01    3.452243e-01   -2.700779e-01
  -7.008057e-02   -6.278952e-02   -7.008057e-02   -6.278952e-02
   2.841890e-01   -3.180702e-01   -7.158110e-01   -3.180702e-01
   1.660196e-01    6.498603e-02    1.660196e-01    6.498603e-02
   5.740651e-02   -4.529269e-01    5.740651e-02   -4.529269e-01
  -1.347852e-01    3.020963e-01   -1.347852e-01    3.020963e-01
  -2.995845e-01    2.349408e-01   -2.995845e-01    2.349408e-01
   1.893261e-01    2.472960e-02    1.893261e-01    2.472960e-02
  -2.956880e-02    4.889028e-01   -2.956880e-02    4.889028e-01
   1.340705e-01    3.187387e-02    1.340705e-01    3.187387e-02
  -5.779316e-02   -4.639765e-01   -5.779316e-02    5.360235e-01
   2.521270e-01   -4.228828e-02    2.521270e-01   -4.228828e-02
  -1.188947e-01   -6.724716e-02   -1.188947e-01   -6.724716e-02
   3.360064e-01   -2.216774e-01    3.360064e-01   -2.216774e-01
  -2.862562e-01    1.435038e-01   -2.862562e-01    1.435038e-01
  -1.161066e-01   -1.305299e-01   -1.161066e-01   -1.305299e-01
  -1.341232e-01    4.098408e-01   -1.341232e-01   -5.901592e-01
   4.236222e-01   -2.432565e-01    4.236222e-01   -2.432565e-01
   1.012048e-01    2.930041e-01    1.012048e-01    2.930041e-01
   1.641942e-01   -2.131009e-01   -8.358058e-01   -2.131009e-01
   7.044211e-02   -1.219775e-01    7.044211e-02   -1.219775e-01
